job_id,skill_abr
3888933631,SALE
3886442909,HCPR
3887575136,FIN
3887575136,SALE
3887572653,ENG
3887572653,IT
3888937050,SALE
3888937050,BD
3888933728,DIST
3888933728,MNFC
3888933728,PRDM
3888936279,MGMT
3888936279,MNFC
3886453362,OTHR
3886453362,ENG
3888936399,DIST
3888936399,MNFC
3888936399,PRDM
3887577045,FIN
3887577045,SALE
3888930904,BD
3888930904,SALE
3888934496,HR
3888935534,DIST
3888935534,MNFC
3888935534,PRDM
3888936401,DIST
3888936401,MNFC
3888936401,PRDM
3887551847,HCPR
3888937081,RSCH
3888937081,ANLS
3888937081,IT
3888937201,PR
3888937201,CUST
3887573304,FIN
3887573304,SALE
3888939611,OTHR
3886447747,OTHR
3888939612,MGMT
3888939612,MNFC
3888938895,ADM
3888941613,SALE
3888941613,MGMT
3888940587,OTHR
3888943535,OTHR
3888931884,DIST
3888931884,MNFC
3888931884,PRDM
3888938063,ACCT
3888938063,FIN
3888933736,DIST
3888933736,MNFC
3888933736,PRDM
3888946054,PRDM
3888946054,MRKT
3888938975,PROD
3888944341,OTHR
3888942332,MGMT
3888942332,MNFC
3888947288,MGMT
3888947288,MNFC
3887577042,FIN
3887577042,SALE
3888938974,OTHR
3888931885,TRNG
3888931885,SALE
3888931885,CUST
3888944342,OTHR
3886453773,HCPR
3886454581,HCPR
3887579363,MGMT
3887579363,MNFC
3887579358,ENG
3887579358,IT
3888958294,ENG
3888958294,IT
3887579313,SALE
3887579313,BD
3888940824,OTHR
3886451820,MGMT
3886451820,MNFC
3886454565,RSCH
3886454565,ANLS
3886454565,IT
3886456186,CNSL
3886456186,IT
3886456186,SALE
3887574641,OTHR
3888942529,SALE
3888942529,MGMT
3887589865,MGMT
3887589865,MNFC
3887574882,IT
3887580321,IT
3887586849,ACCT
3887586849,FIN
3887580288,SALE
3887580288,BD
3888966902,MGMT
3888966902,MNFC
3887582477,HCPR
3888991764,RSCH
3888991764,ANLS
3888991764,IT
3887583364,HCPR
3887589910,ADM
3888973726,MGMT
3888973726,MNFC
3888964590,IT
3887909846,QA
3888976407,MGMT
3888976407,MNFC
3887570784,ADM
3888967438,SALE
3888967438,BD
3887593646,HCPR
3887591736,HCPR
3888946378,EDU
3888946378,TRNG
3889107869,DSGN
3889107869,ART
3889107869,IT
3887591734,HCPR
3888972089,SALE
3888972089,BD
3888969839,MGMT
3888969839,MNFC
3887592714,FIN
3887592714,SALE
3888973346,SALE
3888973346,BD
3889101257,MGMT
3889101257,CNSL
3889101257,ENG
3888962825,SALE
3888962825,BD
3888968324,SALE
3888968324,BD
3888967744,SALE
3888967744,BD
3888975394,MGMT
3888975394,MNFC
3889103915,MGMT
3889103915,MNFC
3888963781,SALE
3888963781,BD
3888943306,ADM
3887574649,FIN
3887574649,SALE
3887580716,HCPR
3888975480,MGMT
3888975480,MNFC
3889108908,MGMT
3889108908,MNFC
3888939875,OTHR
3888995270,RSCH
3888995270,IT
3888995270,ENG
3889124665,HCPR
3889107871,ENG
3889107871,IT
3887596263,HCPR
3888970848,MGMT
3888970848,MNFC
3887578489,IT
3888971164,SALE
3888971164,BD
3886478539,GENB
3886478539,MGMT
3886478539,BD
3888957465,HCPR
3887592713,ADM
3888966301,OTHR
3889105867,ENG
3889105867,IT
3888965379,SALE
3888965379,ADM
3888965379,CUST
3889152584,HCPR
3888968034,OTHR
3888967721,SALE
3888967721,BD
3889154249,OTHR
3888967505,SALE
3888967505,BD
3888973488,MGMT
3888973488,MNFC
3889153447,HCPR
3888970611,MGMT
3888970611,MNFC
3887587750,ACCT
3887587750,FIN
3888958420,HCPR
3889147397,MGMT
3889147397,MNFC
3889152597,HCPR
3886455015,MGMT
3886455015,MNFC
3889156105,HCPR
3887596209,MGMT
3887596209,MNFC
3886464347,ENG
3886464347,IT
3889150618,HCPR
3886483141,IT
3888982367,MGMT
3888982367,MNFC
3888964807,SALE
3888964807,BD
3888996307,QA
3888996307,RSCH
3888996307,IT
3889152585,HCPR
3888975646,PRJM
3888975646,IT
3888995646,OTHR
3889151564,HCPR
3887582329,HCPR
3889152596,HCPR
3888963744,IT
3886486551,PRJM
3886486551,IT
3888971594,MGMT
3888971594,MNFC
3889166009,ACCT
3889166009,FIN
3889130270,ACCT
3889130270,FIN
3888970096,SALE
3888970096,BD
3889151565,OTHR
3889127386,HCPR
3888972863,MGMT
3888972863,MNFC
3889149824,HCPR
3888967645,SALE
3888967645,BD
3888969958,MGMT
3888969958,MNFC
3889151571,HCPR
3886466751,SALE
3889151548,HCPR
3888971405,MGMT
3888971405,MNFC
3886472127,SALE
3887595509,HR
3886467652,SALE
3888973653,MGMT
3888973653,MNFC
3886454577,HCPR
3889149856,HCPR
3887593059,MGMT
3887593059,MNFC
3889153461,OTHR
3888959378,HCPR
3888941652,GENB
3888973756,MGMT
3888973756,MNFC
3888994426,RSCH
3888994426,IT
3888994426,ENG
3889159484,IT
3888957464,HCPR
3886470444,SALE
3889155217,HCPR
3888975075,MGMT
3888975075,MNFC
3889155214,HCPR
3888975102,MGMT
3888975102,MNFC
3887579364,MGMT
3887579364,MNFC
3888967409,SALE
3888967409,BD
3889149832,HCPR
3889156130,HCPR
3889152588,HCPR
3889155215,HCPR
3887594468,OTHR
3889108390,MGMT
3889108390,MNFC
3889116047,MGMT
3889116047,MNFC
3889125608,ACCT
3889125608,FIN
3888994430,RSCH
3888994430,ANLS
3888994430,IT
3889192454,HCPR
3886454564,HCPR
3888972592,MGMT
3888972592,MNFC
3889176368,IT
3888978053,MGMT
3888978053,MNFC
3889225822,IT
3888948182,EDU
3888948182,TRNG
3886827213,HCPR
3889158502,PRDM
3889158502,MRKT
3887934138,OTHR
3887934138,IT
3887934138,MGMT
3889226231,SALE
3889226231,BD
3889229806,MGMT
3889229806,MNFC
3889219832,SALE
3889219832,BD
3889223371,MGMT
3889223371,MNFC
3889232275,SALE
3889232275,BD
3887932493,MGMT
3887932493,MNFC
3889229663,MGMT
3889229663,MNFC
3889227363,MGMT
3889227363,MNFC
3889230465,SALE
3889230465,BD
3889227379,MGMT
3889227379,MNFC
3887938395,OTHR
3888964599,MGMT
3888964599,MNFC
3889249677,HCPR
3889247773,HCPR
3889246756,HCPR
3888977338,SALE
3888977338,BD
3889245867,BD
3889245867,SALE
3889249656,HCPR
3889220839,MGMT
3889220839,MNFC
3889223739,MGMT
3889223739,MNFC
3889251391,HCPR
3886824991,FIN
3888968035,DSGN
3888968035,ART
3888968035,IT
3889246720,HCPR
3886826756,FIN
3889232447,IT
3886831114,CUST
3886831114,IT
3886829440,TRNG
3886829440,CUST
3886833169,FIN
3886830262,FIN
3889280513,HCPR
3889282949,SALE
3889282949,BD
3889285368,SALE
3889285368,BD
3889282878,SALE
3889282878,BD
3889280970,SALE
3889280970,BD
3889279991,SALE
3889279991,BD
3889284429,SALE
3889284429,BD
3889283849,SALE
3889283849,BD
3889289023,SALE
3889289023,BD
3889288089,SALE
3889288089,BD
3889283738,SALE
3889283738,BD
3889283944,SALE
3889283944,BD
3889282502,OTHR
3889285489,SALE
3889285489,BD
3889288158,SALE
3889288158,BD
